,gender,seniorcitizen,partner,dependents,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,tenure,phoneservice,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,cust-loyality,family_member,subscription_count
5635,Female,old,Yes,No,No,DSL,No,Yes,Yes,No,No,No,22,Yes,Month-to-month,Yes,Mailed check,54.7,1178.75,No,Somewhat Loyal,Married,2
5636,Male,old,Yes,No,unknown,DSL,No,No,No,No,Yes,Yes,14,No,Month-to-month,No,Electronic check,46.35,667.7,Yes,Somewhat Loyal,Married,2
5637,Male,old,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,64,Yes,One year,No,Credit card (automatic),90.25,5629.15,No,Very Loyal,Married With Dependents ,2
5638,Male,old,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Electronic check,19.95,19.95,Yes,New,Single,0
5639,Male,old,No,No,No,No,No,No,No,No,No,No,6,Yes,Month-to-month,No,Mailed check,20.65,109.3,No,New,Single,0
5640,Male,old,No,No,No,Fiber optic,No,No,No,No,No,Yes,1,Yes,Month-to-month,No,Electronic check,79.6,79.6,Yes,New,Single,1
5641,Male,old,No,Yes,Yes,No,No,No,No,No,No,No,39,Yes,One year,No,Bank transfer (automatic),25.45,958.45,No,Loyal,Singe With Dependents,0
5642,Female,old,No,No,No,No,No,No,No,No,No,No,20,Yes,One year,No,Mailed check,19.5,403.15,No,Somewhat Loyal,Single,0
5643,Male,old,No,No,No,Fiber optic,No,No,No,Yes,No,No,1,Yes,Month-to-month,Yes,Electronic check,75.9,75.9,Yes,New,Single,1
5644,Male,old,Yes,No,No,Fiber optic,No,No,Yes,No,No,No,1,Yes,Month-to-month,No,Electronic check,76.2,76.2,Yes,New,Married,1
5645,Male,old,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,64,Yes,One year,Yes,Credit card (automatic),66.15,4392.5,No,Very Loyal,Married,2
5646,Male,old,No,Yes,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Mailed check,19.25,19.25,Yes,New,Singe With Dependents,0
5647,Female,old,Yes,No,No,DSL,No,Yes,No,No,Yes,Yes,46,Yes,Month-to-month,Yes,Credit card (automatic),69.1,3168.0,No,Loyal,Married,3
5648,Female,youth,Yes,Yes,unknown,DSL,No,Yes,No,No,No,Yes,28,No,One year,Yes,Electronic check,39.1,1096.6,No,Loyal,Married With Dependents ,2
5649,Female,old,Yes,No,No,No,No,No,No,No,No,No,33,Yes,Month-to-month,No,Mailed check,20.05,669.45,No,Loyal,Married,0
5650,Male,old,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,39,Yes,One year,No,Electronic check,59.8,2343.85,No,Loyal,Married With Dependents ,3
5651,Female,old,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,42,Yes,Month-to-month,Yes,Electronic check,84.3,3588.4,Yes,Loyal,Married,2
5652,Female,old,No,No,No,DSL,No,Yes,No,No,No,No,1,Yes,Month-to-month,Yes,Electronic check,48.6,48.6,No,New,Single,1
5653,Female,old,No,No,No,Fiber optic,No,No,No,No,Yes,No,7,Yes,Month-to-month,Yes,Electronic check,79.0,522.95,Yes,New,Single,1
5654,Male,youth,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,70,Yes,Two year,No,Credit card (automatic),105.35,7511.9,No,Very Loyal,Married,5
5655,Male,old,No,No,Yes,No,No,No,No,No,No,No,65,Yes,Two year,Yes,Bank transfer (automatic),25.1,1725.0,No,Very Loyal,Single,0
5656,Male,old,No,No,No,DSL,Yes,No,No,No,No,No,1,Yes,Month-to-month,No,Electronic check,49.75,49.75,No,New,Single,1
5657,Male,old,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,18,Yes,Month-to-month,Yes,Electronic check,94.75,1691.9,No,Somewhat Loyal,Married,2
5658,Male,old,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,24,Yes,Month-to-month,Yes,Electronic check,93.0,2248.05,No,Loyal,Married,2
5659,Male,old,No,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,63,Yes,Two year,Yes,Bank transfer (automatic),71.9,4479.2,No,Very Loyal,Single,4
5660,Female,old,No,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,44,Yes,One year,Yes,Mailed check,77.55,3471.1,No,Loyal,Singe With Dependents,3
5661,Male,old,No,No,No,No,No,No,No,No,No,No,4,Yes,Month-to-month,Yes,Electronic check,19.85,63.0,No,New,Single,0
5662,Female,old,No,No,No,Fiber optic,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Electronic check,70.25,70.25,Yes,New,Single,0
5663,Female,old,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,37,Yes,Month-to-month,Yes,Electronic check,95.25,3314.15,No,Loyal,Married With Dependents ,2
5664,Female,youth,No,No,No,Fiber optic,No,No,Yes,No,No,Yes,10,Yes,Month-to-month,Yes,Credit card (automatic),84.6,865.55,Yes,New,Single,2
5665,Male,old,No,No,unknown,DSL,No,No,No,No,No,No,34,No,Month-to-month,Yes,Bank transfer (automatic),25.05,852.7,No,Loyal,Single,0
5666,Male,old,Yes,No,unknown,DSL,Yes,No,Yes,No,Yes,Yes,35,No,One year,No,Credit card (automatic),53.15,1930.9,No,Loyal,Married,4
5667,Female,old,Yes,No,No,No,No,No,No,No,No,No,4,Yes,Month-to-month,No,Electronic check,20.15,91.4,No,New,Married,0
5668,Female,youth,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,39,Yes,Month-to-month,Yes,Electronic check,101.25,3949.15,No,Loyal,Married,3
5669,Male,youth,Yes,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,43,Yes,One year,Yes,Bank transfer (automatic),100.55,4304.0,No,Loyal,Married,4
5670,Female,old,Yes,Yes,Yes,No,No,No,No,No,No,No,17,Yes,Month-to-month,No,Mailed check,24.1,409.9,Yes,Somewhat Loyal,Married With Dependents ,0
5671,Female,old,Yes,No,Yes,No,No,No,No,No,No,No,61,Yes,Two year,No,Bank transfer (automatic),25.3,1554.9,No,Very Loyal,Married,0
5672,Female,old,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,49,Yes,One year,No,Electronic check,71.8,3472.05,No,Very Loyal,Married,4
5673,Male,old,No,No,No,No,No,No,No,No,No,No,4,Yes,One year,No,Mailed check,19.7,117.8,No,New,Single,0
5674,Female,old,Yes,Yes,unknown,DSL,No,Yes,Yes,Yes,No,Yes,64,No,Two year,No,Electronic check,49.85,3210.35,No,Very Loyal,Married With Dependents ,4
5675,Male,old,No,No,No,Fiber optic,No,No,No,No,No,No,3,Yes,Month-to-month,Yes,Mailed check,69.6,207.4,No,New,Single,0
5676,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Electronic check,19.75,19.75,No,New,Married With Dependents ,0
5677,Male,old,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,No,40,Yes,One year,No,Electronic check,80.8,3132.75,No,Loyal,Married,2
5678,Female,old,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,1,Yes,Month-to-month,Yes,Electronic check,60.0,60.0,Yes,New,Singe With Dependents,3
5679,Male,old,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,8,Yes,Month-to-month,Yes,Electronic check,86.55,649.65,Yes,New,Single,1
5680,Female,youth,Yes,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,20.85,20.85,Yes,New,Married,0
5681,Female,youth,Yes,No,No,DSL,No,No,Yes,Yes,Yes,No,34,Yes,One year,No,Bank transfer (automatic),64.2,2106.3,No,Loyal,Married,3
5682,Female,old,Yes,No,unknown,DSL,No,No,No,No,No,Yes,1,No,Month-to-month,No,Electronic check,35.0,35.0,No,New,Married,1
5683,Female,old,No,No,unknown,DSL,No,No,Yes,No,Yes,Yes,39,No,Month-to-month,Yes,Electronic check,50.75,2011.4,Yes,Loyal,Single,3
5684,Female,youth,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,58,Yes,One year,Yes,Credit card (automatic),105.5,6205.5,Yes,Very Loyal,Married,5
5685,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,45,Yes,Two year,No,Electronic check,19.2,903.7,No,Loyal,Married With Dependents ,0
5686,Male,youth,No,No,No,Fiber optic,Yes,No,No,No,Yes,No,6,Yes,Month-to-month,Yes,Bank transfer (automatic),85.15,503.6,Yes,New,Single,2
5687,Male,old,No,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,43,Yes,One year,Yes,Credit card (automatic),90.65,3882.3,No,Loyal,Single,4
5688,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,41,Yes,Two year,Yes,Mailed check,20.0,879.8,No,Loyal,Married With Dependents ,0
5689,Male,old,No,No,No,Fiber optic,No,Yes,No,No,No,No,5,Yes,Month-to-month,Yes,Electronic check,74.65,383.65,No,New,Single,1
5690,Male,old,No,No,unknown,DSL,Yes,No,Yes,Yes,Yes,Yes,72,No,Two year,Yes,Credit card (automatic),61.2,4390.25,No,Very Loyal,Single,5
5691,Male,old,No,No,No,No,No,No,No,No,No,No,4,Yes,One year,No,Mailed check,19.95,68.2,No,New,Single,0
5692,Male,old,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,9,Yes,Month-to-month,No,Mailed check,54.8,452.8,No,New,Married With Dependents ,2
5693,Male,youth,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,72,Yes,Two year,Yes,Credit card (automatic),73.45,5329.0,No,Very Loyal,Married,3
5694,Female,old,Yes,No,No,DSL,No,No,No,Yes,No,No,33,Yes,One year,Yes,Mailed check,51.45,1758.9,No,Loyal,Married,1
5695,Female,old,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,No,72,Yes,Two year,No,Bank transfer (automatic),80.45,5737.6,No,Very Loyal,Married,1
5696,Male,old,Yes,No,No,DSL,Yes,No,No,Yes,No,No,22,Yes,Month-to-month,Yes,Electronic check,54.2,1152.7,Yes,Somewhat Loyal,Married,2
5697,Female,old,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,70,Yes,One year,Yes,Electronic check,109.5,7674.55,Yes,Very Loyal,Married,5
5698,Male,old,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,21,Yes,Month-to-month,No,Electronic check,104.4,2157.95,Yes,Somewhat Loyal,Married With Dependents ,4
5699,Male,old,No,No,No,Fiber optic,No,No,Yes,No,Yes,No,15,Yes,Month-to-month,No,Electronic check,85.3,1219.85,No,Somewhat Loyal,Single,2
5700,Male,youth,Yes,No,Yes,Fiber optic,No,No,No,Yes,No,No,29,Yes,Month-to-month,Yes,Electronic check,79.3,2414.55,No,Loyal,Married,1
5701,Female,old,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,15,Yes,Month-to-month,No,Bank transfer (automatic),76.5,1155.6,No,Somewhat Loyal,Married With Dependents ,5
5702,Male,youth,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,71,Yes,Month-to-month,Yes,Credit card (automatic),105.1,7548.1,Yes,Very Loyal,Married With Dependents ,4
5703,Male,youth,No,No,Yes,No,No,No,No,No,No,No,72,Yes,Two year,No,Bank transfer (automatic),25.4,1809.35,No,Very Loyal,Single,0
5704,Female,old,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No,19,Yes,Month-to-month,Yes,Electronic check,86.85,1564.4,No,Somewhat Loyal,Married,1
5705,Male,old,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Mailed check,19.65,19.65,No,New,Single,0
5706,Female,old,No,No,No,Fiber optic,No,Yes,No,No,No,No,1,Yes,Month-to-month,Yes,Electronic check,75.7,75.7,Yes,New,Single,1
5707,Female,old,No,No,No,DSL,No,No,No,No,No,No,2,Yes,Month-to-month,No,Electronic check,45.55,84.4,No,New,Single,0
5708,Female,youth,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,11,Yes,Month-to-month,Yes,Credit card (automatic),78.1,864.85,No,New,Married With Dependents ,1
5709,Female,old,No,No,No,No,No,No,No,No,No,No,12,Yes,One year,No,Mailed check,19.3,228.75,No,Somewhat Loyal,Single,0
5710,Female,old,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,70,Yes,Two year,Yes,Electronic check,110.5,7752.05,No,Very Loyal,Married,5
5711,Female,youth,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,20,Yes,Month-to-month,No,Electronic check,90.8,1951.0,Yes,Somewhat Loyal,Married,2
5712,Female,old,No,No,No,No,No,No,No,No,No,No,23,Yes,Month-to-month,Yes,Bank transfer (automatic),20.3,470.6,No,Somewhat Loyal,Single,0
5713,Male,youth,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,49,Yes,Two year,No,Credit card (automatic),81.35,4060.9,No,Very Loyal,Single,5
5714,Female,old,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,4,Yes,Month-to-month,Yes,Electronic check,97.95,384.5,Yes,New,Married With Dependents ,3
5715,Male,old,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,32,Yes,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,Yes,Loyal,Single,5
5716,Male,old,No,Yes,No,DSL,No,No,No,No,No,Yes,2,Yes,Month-to-month,Yes,Electronic check,55.3,108.65,No,New,Singe With Dependents,1
5717,Male,youth,Yes,No,unknown,DSL,Yes,Yes,No,No,Yes,Yes,69,No,Two year,No,Credit card (automatic),56.55,3952.65,No,Very Loyal,Married,4
5718,Male,old,No,No,No,Fiber optic,No,No,No,No,Yes,No,6,Yes,Month-to-month,Yes,Credit card (automatic),80.5,463.05,Yes,New,Single,1
5719,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,24,Yes,Two year,Yes,Mailed check,19.7,494.05,No,Loyal,Married With Dependents ,0
5720,Female,old,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,32,Yes,One year,Yes,Credit card (automatic),104.05,3416.85,No,Loyal,Single,4
5721,Female,old,No,No,No,DSL,Yes,Yes,No,No,No,No,27,Yes,Two year,No,Bank transfer (automatic),52.85,1498.65,No,Loyal,Single,2
5722,Female,youth,Yes,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,27,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,2867.75,Yes,Loyal,Married,4
5723,Male,old,No,No,Yes,Fiber optic,No,No,No,Yes,No,No,58,Yes,Month-to-month,No,Bank transfer (automatic),80.65,4807.35,No,Very Loyal,Single,1
5724,Male,old,No,No,No,Fiber optic,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,71.35,71.35,Yes,New,Single,0
5725,Female,old,Yes,Yes,Yes,No,No,No,No,No,No,No,18,Yes,Two year,Yes,Credit card (automatic),24.65,471.35,No,Somewhat Loyal,Married With Dependents ,0
5726,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,47,Yes,Two year,Yes,Bank transfer (automatic),21.3,1041.8,No,Loyal,Married With Dependents ,0
5727,Female,old,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,70,Yes,Two year,Yes,Electronic check,110.2,7689.8,No,Very Loyal,Married With Dependents ,5
5728,Female,old,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,13,Yes,Month-to-month,No,Electronic check,89.4,1132.35,Yes,Somewhat Loyal,Single,3
5729,Female,old,Yes,Yes,No,DSL,Yes,No,No,No,No,No,36,Yes,Month-to-month,No,Credit card (automatic),51.05,1815.0,No,Loyal,Married With Dependents ,1
5730,Male,old,No,No,No,No,No,No,No,No,No,No,67,Yes,Two year,Yes,Mailed check,19.8,1311.3,No,Very Loyal,Single,0
5731,Female,old,No,No,No,No,No,No,No,No,No,No,10,Yes,Month-to-month,Yes,Mailed check,19.9,199.45,No,New,Single,0
5732,Male,youth,No,No,No,Fiber optic,Yes,No,No,No,No,Yes,19,Yes,Month-to-month,Yes,Electronic check,87.3,1637.3,No,Somewhat Loyal,Single,2
5733,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,71,Yes,Two year,No,Bank transfer (automatic),19.85,1326.35,No,Very Loyal,Married With Dependents ,0
5734,Male,old,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,72,Yes,Two year,Yes,Mailed check,89.4,6376.55,No,Very Loyal,Married With Dependents ,6
5735,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,48,Yes,Two year,No,Mailed check,20.0,935.9,No,Loyal,Married With Dependents ,0
5736,Male,old,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Mailed check,20.05,20.05,No,New,Single,0
5737,Male,old,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,18,Yes,Month-to-month,No,Electronic check,83.25,1611.15,No,Somewhat Loyal,Married With Dependents ,5
5738,Male,old,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Mailed check,20.6,20.6,Yes,New,Single,0
5739,Male,youth,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,67,Yes,Two year,No,Bank transfer (automatic),102.9,6989.7,No,Very Loyal,Married,4
5740,Male,old,Yes,Yes,unknown,DSL,Yes,No,Yes,Yes,No,No,69,No,Two year,No,Mailed check,39.1,2779.5,No,Very Loyal,Married With Dependents ,3
5741,Male,old,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,19,Yes,Month-to-month,Yes,Electronic check,99.95,1931.75,Yes,Somewhat Loyal,Single,3
5742,Male,youth,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,72,Yes,Two year,Yes,Mailed check,114.5,8331.95,No,Very Loyal,Married,6
5743,Female,youth,No,No,No,No,No,No,No,No,No,No,38,Yes,Two year,No,Mailed check,20.2,735.9,No,Loyal,Single,0
5744,Male,youth,Yes,No,No,DSL,No,No,No,No,No,Yes,40,Yes,One year,No,Electronic check,55.8,2283.3,No,Loyal,Married,1
5745,Female,old,Yes,Yes,Yes,No,No,No,No,No,No,No,61,Yes,Two year,Yes,Mailed check,24.2,1445.2,No,Very Loyal,Married With Dependents ,0
5746,Female,old,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,10,Yes,Month-to-month,Yes,Credit card (automatic),81.0,818.05,Yes,New,Single,1
5747,Male,old,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,No,32,Yes,One year,Yes,Credit card (automatic),72.8,2333.05,No,Loyal,Married,3
5748,Female,old,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,21,Yes,Month-to-month,Yes,Credit card (automatic),99.85,1992.55,No,Somewhat Loyal,Single,3
5749,Female,youth,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,59,Yes,One year,Yes,Electronic check,99.5,5890.0,No,Very Loyal,Single,3
5750,Female,youth,Yes,No,No,Fiber optic,No,No,No,No,No,No,13,Yes,Month-to-month,Yes,Electronic check,70.15,916.75,Yes,Somewhat Loyal,Married,0
5751,Female,old,No,No,No,No,No,No,No,No,No,No,47,Yes,Two year,No,Credit card (automatic),20.25,1029.8,No,Loyal,Single,0
5752,Male,old,Yes,Yes,Yes,No,No,No,No,No,No,No,69,Yes,Two year,Yes,Bank transfer (automatic),26.0,1796.55,No,Very Loyal,Married With Dependents ,0
5753,Male,old,No,No,No,No,No,No,No,No,No,No,2,Yes,Month-to-month,Yes,Credit card (automatic),19.9,33.7,No,New,Single,0
5754,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,22,Yes,Month-to-month,No,Bank transfer (automatic),19.05,454.05,No,Somewhat Loyal,Married With Dependents ,0
5755,Male,youth,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,15,Yes,Month-to-month,Yes,Electronic check,96.5,1392.25,No,Somewhat Loyal,Married,3
5756,Female,old,No,No,No,No,No,No,No,No,No,No,53,Yes,Two year,No,Credit card (automatic),19.85,1049.6,No,Very Loyal,Single,0
5757,Female,youth,Yes,No,Yes,No,No,No,No,No,No,No,28,Yes,Month-to-month,No,Mailed check,25.7,734.6,No,Loyal,Married,0
5758,Male,old,No,No,No,No,No,No,No,No,No,No,22,Yes,One year,No,Mailed check,20.3,475.1,No,Somewhat Loyal,Single,0
5759,Female,old,No,No,No,Fiber optic,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,70.15,70.15,Yes,New,Single,0
5760,Male,youth,Yes,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,16,Yes,Month-to-month,Yes,Electronic check,91.55,1540.05,No,Somewhat Loyal,Married,3
5761,Female,old,Yes,Yes,unknown,DSL,Yes,Yes,No,Yes,No,No,48,No,Two year,No,Mailed check,39.4,1978.65,No,Loyal,Married With Dependents ,3
5762,Male,youth,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,30,Yes,Month-to-month,Yes,Bank transfer (automatic),105.7,3181.8,No,Loyal,Married,5
5763,Female,old,No,No,No,Fiber optic,No,No,No,No,No,No,3,Yes,Month-to-month,Yes,Electronic check,70.25,229.7,No,New,Single,0
5764,Male,youth,No,No,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,57,Yes,Two year,No,Electronic check,93.75,5625.55,No,Very Loyal,Single,3
5765,Female,youth,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,68,Yes,One year,Yes,Credit card (automatic),96.55,6581.9,Yes,Very Loyal,Married,3
5766,Female,old,Yes,No,No,DSL,No,No,No,Yes,Yes,No,23,Yes,One year,No,Bank transfer (automatic),60.0,1347.15,No,Somewhat Loyal,Married,2
5767,Female,old,Yes,No,No,DSL,No,No,No,Yes,Yes,No,65,Yes,Two year,Yes,Credit card (automatic),59.8,3808.2,No,Very Loyal,Married,2
5768,Male,old,Yes,No,No,Fiber optic,No,No,No,No,Yes,Yes,44,Yes,One year,Yes,Bank transfer (automatic),90.65,3974.15,No,Loyal,Married,2
5769,Female,old,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,71,Yes,Two year,Yes,Bank transfer (automatic),109.0,7661.8,No,Very Loyal,Married With Dependents ,5
5770,Female,old,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,37,Yes,One year,No,Credit card (automatic),68.1,2479.25,No,Loyal,Married,3
5771,Female,old,No,No,No,No,No,No,No,No,No,No,12,Yes,Month-to-month,No,Mailed check,20.4,266.6,No,Somewhat Loyal,Single,0
5772,Male,old,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,69,Yes,Two year,Yes,Bank transfer (automatic),81.95,5601.4,No,Very Loyal,Married With Dependents ,5
5773,Female,old,No,No,No,DSL,Yes,Yes,Yes,No,No,No,35,Yes,Month-to-month,No,Electronic check,60.55,1982.6,No,Loyal,Single,3
5774,Male,old,No,No,No,DSL,No,Yes,No,Yes,No,Yes,5,Yes,Month-to-month,Yes,Bank transfer (automatic),65.6,339.9,No,New,Single,3
5775,Male,old,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,58,Yes,Two year,No,Bank transfer (automatic),82.5,4828.05,No,Very Loyal,Married With Dependents ,1
5776,Male,old,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,72,Yes,Two year,Yes,Bank transfer (automatic),82.3,5980.55,No,Very Loyal,Married,5
5777,Male,old,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,72,Yes,Two year,No,Mailed check,68.15,4808.7,No,Very Loyal,Married,4
5778,Female,old,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Credit card (automatic),20.3,20.3,No,New,Single,0
5779,Female,old,No,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,39,Yes,One year,Yes,Electronic check,95.55,3692.85,Yes,Loyal,Single,4
5780,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,53,Yes,One year,No,Credit card (automatic),20.2,1068.15,No,Very Loyal,Married With Dependents ,0
5781,Female,old,No,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,27,Yes,Month-to-month,Yes,Electronic check,89.2,2383.6,No,Loyal,Single,3
5782,Female,youth,No,No,No,Fiber optic,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,New,Single,0
5783,Female,youth,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,1,Yes,Month-to-month,Yes,Electronic check,89.3,89.3,Yes,New,Single,2
5784,Female,old,Yes,No,No,Fiber optic,Yes,No,No,No,No,No,18,Yes,Month-to-month,No,Electronic check,74.8,1438.05,No,Somewhat Loyal,Married,1
5785,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,46,Yes,Two year,Yes,Mailed check,20.2,917.45,No,Loyal,Married With Dependents ,0
5786,Female,old,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,72,Yes,Two year,Yes,Credit card (automatic),84.4,6096.45,No,Very Loyal,Married,5
5787,Female,old,No,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,36,Yes,Month-to-month,Yes,Electronic check,87.55,3078.1,Yes,Loyal,Single,3
5788,Female,old,Yes,No,unknown,DSL,No,No,No,No,No,No,4,No,Month-to-month,Yes,Electronic check,25.15,99.95,No,New,Married,0
5789,Female,old,No,No,No,No,No,No,No,No,No,No,25,Yes,Two year,No,Credit card (automatic),19.8,475.2,No,Loyal,Single,0
5790,Female,old,Yes,Yes,unknown,DSL,No,Yes,No,No,Yes,Yes,40,No,Month-to-month,Yes,Electronic check,50.85,2036.55,No,Loyal,Married With Dependents ,3
5791,Male,old,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,63,Yes,Month-to-month,Yes,Electronic check,102.4,6444.05,No,Very Loyal,Married,4
5792,Female,youth,No,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,15,Yes,Month-to-month,Yes,Mailed check,96.3,1426.75,Yes,Somewhat Loyal,Single,4
5793,Male,old,No,No,Yes,DSL,No,Yes,No,No,No,No,14,Yes,Month-to-month,Yes,Credit card (automatic),55.5,767.55,No,Somewhat Loyal,Single,1
5794,Male,youth,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,72,Yes,Two year,Yes,Bank transfer (automatic),109.75,7932.5,No,Very Loyal,Married,5
5795,Male,old,No,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,39,Yes,Month-to-month,Yes,Electronic check,106.4,4040.65,No,Loyal,Single,4
5796,Female,old,Yes,Yes,unknown,DSL,Yes,Yes,Yes,No,Yes,Yes,47,No,Two year,Yes,Credit card (automatic),60.0,2768.65,No,Loyal,Married With Dependents ,5
5797,Male,old,Yes,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,19,Yes,Month-to-month,Yes,Credit card (automatic),88.8,1672.35,No,Somewhat Loyal,Married,3
5798,Female,old,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,5,Yes,Month-to-month,Yes,Electronic check,85.2,474.8,Yes,New,Single,1
5799,Female,old,No,No,unknown,DSL,No,No,No,No,No,Yes,13,No,Month-to-month,Yes,Electronic check,35.1,446.1,Yes,Somewhat Loyal,Single,1
5800,Female,old,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,17,Yes,Month-to-month,No,Bank transfer (automatic),80.05,1345.65,No,Somewhat Loyal,Single,1
5801,Male,youth,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,34,Yes,Month-to-month,Yes,Electronic check,75.55,2425.4,No,Loyal,Married,0
5802,Female,old,No,No,No,DSL,No,Yes,No,No,No,No,42,Yes,Month-to-month,Yes,Electronic check,49.55,2077.95,No,Loyal,Single,1
